candidate_id,rank,score,reasoning
CAND_0049540,71,0.5607792,Ml Engineer with 6.8 yrs exp. Verified assessment match: 0.0. Strong technical profile fit.
CAND_0089914,72,0.5588816256000001,Mobile Developer with 7.5 yrs exp. Verified assessment match: 77.3. Immediate market availability alignment.
CAND_0052431,73,0.5550120000000001,Ml Engineer with 5.3 yrs exp. Verified assessment match: 0.0. Strong technical profile fit.
CAND_0007009,74,0.5524416000000001,Recommendation Systems Engineer with 7.9 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0058146,75,0.5511240000000001,Ai Research Engineer with 5.1 yrs exp. Verified assessment match: 0.0. Strong technical profile fit.
CAND_0061655,76,0.5495040000000001,Machine Learning Engineer with 4.6 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0073314,77,0.5479634880000002,Senior Software Engineer (Ml) with 5.2 yrs exp. Verified assessment match: 75.7. Strong technical profile fit.
CAND_0032887,78,0.5476896000000001,Ml Engineer with 6.1 yrs exp. Verified assessment match: 0.0. Strong technical profile fit.
CAND_0017253,79,0.547344,Backend Engineer with 7.0 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0018888,80,0.547344,Ai Research Engineer with 6.5 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0068776,81,0.5464800000000001,Data Engineer with 7.8 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0079284,82,0.5460048000000001,Machine Learning Engineer with 4.9 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0078002,83,0.5440608,Machine Learning Engineer with 6.3 yrs exp. Verified assessment match: 0.0. Strong technical profile fit.
CAND_0016432,84,0.5433505919999999,Ai Research Engineer with 4.6 yrs exp. Verified assessment match: 73.8. Immediate market availability alignment.
CAND_0006567,85,0.5408856000000001,Senior Ai Engineer with 7.9 yrs exp. Verified assessment match: 0.0. Strong technical profile fit.
CAND_0018293,86,0.54014256,Data Scientist with 5.6 yrs exp. Verified assessment match: 78.9. Strong technical profile fit.
CAND_0012994,87,0.5398272,Backend Engineer with 6.1 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0068932,88,0.5398272,Ml Engineer with 5.2 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0065195,89,0.5365440000000001,Search Engineer with 5.1 yrs exp. Verified assessment match: 0.0. Strong technical profile fit.
CAND_0030783,90,0.5362200000000001,Senior Data Engineer with 4.6 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0060392,91,0.5339520000000001,Backend Engineer with 5.2 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0091591,92,0.5338224000000001,Data Engineer with 7.3 yrs exp. Verified assessment match: 0.0. Strong technical profile fit.
CAND_0041004,93,0.53136,Data Engineer with 5.7 yrs exp. Verified assessment match: 0.0. Strong technical profile fit.
CAND_0041669,94,0.5288328000000001,Recommendation Systems Engineer with 8.0 yrs exp. Verified assessment match: 0.0. Strong technical profile fit.
CAND_0086735,95,0.5275584,Data Engineer with 5.6 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0013702,96,0.524448,Data Engineer with 7.8 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0065393,97,0.52272864,Senior Data Engineer with 6.8 yrs exp. Verified assessment match: 43.5. Immediate market availability alignment.
CAND_0062561,98,0.5223144959999999,Ml Engineer with 5.9 yrs exp. Verified assessment match: 53.5. Immediate market availability alignment.
CAND_0003420,99,0.5218560000000001,Data Engineer with 7.3 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
CAND_0026942,100,0.5218560000000001,Junior Ml Engineer with 6.0 yrs exp. Verified assessment match: 0.0. Immediate market availability alignment.
